n,hr_com_size,lr_com_size,lr_prop_per_com,degree_dist,deg_dist_param,com_dist_param,max_vaccine_threshold,vacc_strategy,seed,end,peak,peak_hr,peak_lr,dead,dead_hr,dead_lr,rec,rec_hr,rec_lr,vacc,vacc_hr,vacc_lr,imu,imu_hr,imu_lr,never_v,never_v_hr,never_v_lr
500,0.05,0.2,0.05,power_law,2.0,20,0.5,3,1,156,0.146,0.124,0.032,0.024,0.024,0.0,0.406,0.294,0.112,0.386,0.278,0.108,0.792,0.5720000000000001,0.22,0.184,0.156,0.028
500,0.05,0.2,0.05,power_law,2.0,20,0.5,3,2,170,0.152,0.118,0.062,0.032,0.032,0.0,0.45,0.3,0.15,0.36,0.276,0.084,0.81,0.5760000000000001,0.23399999999999999,0.158,0.138,0.02
500,0.05,0.2,0.05,power_law,2.0,20,0.5,4,0,138,0.312,0.212,0.106,0.038,0.036,0.002,0.61,0.398,0.212,0.276,0.25,0.026,0.886,0.648,0.238,0.076,0.064,0.012
500,0.05,0.2,0.05,power_law,2.0,20,0.5,4,1,151,0.268,0.178,0.09,0.03,0.03,0.0,0.586,0.38,0.206,0.294,0.268,0.026,0.8799999999999999,0.648,0.23199999999999998,0.09,0.074,0.016
500,0.05,0.2,0.05,power_law,2.0,20,0.5,4,2,145,0.22,0.15,0.082,0.036,0.036,0.0,0.476,0.286,0.19,0.346,0.306,0.04,0.822,0.592,0.23,0.142,0.118,0.024
500,0.05,0.2,0.05,power_law,2.0,20,0.5,5,0,208,0.124,0.094,0.038,0.028,0.026,0.002,0.372,0.238,0.134,0.46,0.364,0.096,0.8320000000000001,0.602,0.23,0.14,0.12,0.02
500,0.05,0.2,0.05,power_law,2.0,20,0.5,5,1,171,0.116,0.1,0.032,0.018,0.018,0.0,0.452,0.334,0.118,0.398,0.286,0.112,0.8500000000000001,0.62,0.22999999999999998,0.132,0.114,0.018
500,0.05,0.2,0.05,power_law,2.0,20,0.5,5,2,165,0.166,0.128,0.044,0.022,0.022,0.0,0.438,0.306,0.132,0.408,0.304,0.104,0.846,0.61,0.236,0.132,0.114,0.018
500,0.05,0.2,0.05,power_law,2.0,20,0.5,6,0,158,0.128,0.094,0.036,0.028,0.026,0.002,0.386,0.266,0.12,0.382,0.294,0.088,0.768,0.56,0.208,0.204,0.162,0.042
500,0.05,0.2,0.05,power_law,2.0,20,0.5,6,1,157,0.126,0.106,0.022,0.02,0.02,0.0,0.404,0.31,0.094,0.404,0.294,0.11,0.808,0.604,0.20400000000000001,0.172,0.128,0.044
500,0.05,0.2,0.05,power_law,2.0,20,0.5,6,2,165,0.16,0.118,0.044,0.03,0.03,0.0,0.388,0.276,0.112,0.414,0.308,0.106,0.802,0.5840000000000001,0.218,0.168,0.132,0.036
500,0.05,0.2,0.05,power_law,2.0,20,0.65,0,0,130,0.448,0.352,0.116,0.076,0.072,0.004,0.844,0.608,0.236,0.0,0.0,0.0,0.844,0.608,0.236,0.08,0.068,0.012
500,0.05,0.2,0.05,power_law,2.0,20,0.65,0,1,121,0.432,0.332,0.104,0.05,0.048,0.002,0.856,0.626,0.23,0.0,0.0,0.0,0.856,0.626,0.23,0.094,0.078,0.016
500,0.05,0.2,0.05,power_law,2.0,20,0.65,0,2,169,0.332,0.27,0.084,0.066,0.066,0.0,0.848,0.61,0.238,0.0,0.0,0.0,0.848,0.61,0.238,0.086,0.07,0.016
500,0.05,0.2,0.05,power_law,2.0,20,0.65,1,0,152,0.162,0.13,0.046,0.032,0.028,0.004,0.442,0.31,0.132,0.424,0.332,0.092,0.866,0.642,0.224,0.102,0.078,0.024
500,0.05,0.2,0.05,power_law,2.0,20,0.65,1,1,117,0.288,0.216,0.074,0.024,0.024,0.0,0.548,0.382,0.166,0.352,0.28,0.072,0.9,0.662,0.238,0.076,0.066,0.01
500,0.05,0.2,0.05,power_law,2.0,20,0.65,1,2,135,0.196,0.136,0.064,0.026,0.026,0.0,0.45,0.302,0.148,0.446,0.346,0.1,0.896,0.6479999999999999,0.248,0.078,0.072,0.006
500,0.05,0.2,0.05,power_law,2.0,20,0.65,2,0,147,0.206,0.186,0.03,0.038,0.036,0.002,0.508,0.41,0.098,0.37,0.238,0.132,0.878,0.6479999999999999,0.23,0.084,0.064,0.02
500,0.05,0.2,0.05,power_law,2.0,20,0.65,2,1,151,0.258,0.23,0.034,0.03,0.03,0.0,0.55,0.45,0.1,0.352,0.218,0.134,0.902,0.668,0.234,0.068,0.054,0.014
500,0.05,0.2,0.05,power_law,2.0,20,0.65,2,2,156,0.166,0.152,0.024,0.026,0.026,0.0,0.474,0.388,0.086,0.4,0.266,0.134,0.874,0.654,0.22,0.1,0.066,0.034
500,0.05,0.2,0.05,power_law,2.0,20,0.65,3,0,167,0.108,0.076,0.036,0.024,0.024,0.0,0.328,0.222,0.106,0.486,0.374,0.112,0.8140000000000001,0.596,0.218,0.162,0.128,0.034
500,0.05,0.2,0.05,power_law,2.0,20,0.65,3,1,136,0.15,0.124,0.028,0.022,0.022,0.0,0.466,0.368,0.098,0.408,0.276,0.132,0.874,0.644,0.23,0.104,0.086,0.018
500,0.05,0.2,0.05,power_law,2.0,20,0.65,3,2,157,0.186,0.144,0.044,0.036,0.036,0.0,0.42,0.306,0.114,0.45,0.328,0.122,0.87,0.634,0.236,0.094,0.076,0.018
500,0.05,0.2,0.05,power_law,2.0,20,0.65,4,0,151,0.26,0.184,0.084,0.04,0.038,0.002,0.548,0.354,0.194,0.326,0.284,0.042,0.8740000000000001,0.6379999999999999,0.23600000000000002,0.086,0.072,0.014
500,0.05,0.2,0.05,power_law,2.0,20,0.65,4,1,111,0.266,0.188,0.084,0.028,0.028,0.0,0.598,0.394,0.204,0.32,0.278,0.042,0.9179999999999999,0.672,0.246,0.054,0.052,0.002
500,0.05,0.2,0.05,power_law,2.0,20,0.65,4,2,157,0.24,0.156,0.09,0.03,0.03,0.0,0.49,0.292,0.198,0.392,0.352,0.04,0.882,0.6439999999999999,0.23800000000000002,0.088,0.072,0.016
500,0.05,0.2,0.05,power_law,2.0,20,0.65,5,0,141,0.156,0.122,0.046,0.038,0.036,0.002,0.45,0.32,0.13,0.422,0.318,0.104,0.872,0.638,0.23399999999999999,0.09,0.074,0.016
500,0.05,0.2,0.05,power_law,2.0,20,0.65,5,1,170,0.118,0.102,0.022,0.022,0.022,0.0,0.38,0.294,0.086,0.464,0.322,0.142,0.8440000000000001,0.616,0.22799999999999998,0.134,0.114,0.02
500,0.05,0.2,0.05,power_law,2.0,20,0.65,5,2,155,0.114,0.088,0.028,0.03,0.03,0.0,0.348,0.26,0.088,0.478,0.35,0.128,0.826,0.61,0.216,0.144,0.106,0.038
500,0.05,0.2,0.05,power_law,2.0,20,0.65,6,0,137,0.19,0.154,0.058,0.034,0.032,0.002,0.5,0.384,0.116,0.392,0.268,0.124,0.892,0.652,0.24,0.074,0.064,0.01
500,0.05,0.2,0.05,power_law,2.0,20,0.65,6,1,137,0.22,0.196,0.028,0.03,0.03,0.0,0.54,0.45,0.09,0.368,0.22,0.148,0.908,0.67,0.238,0.062,0.052,0.01
500,0.05,0.2,0.05,power_law,2.0,20,0.65,6,2,145,0.172,0.14,0.034,0.042,0.042,0.0,0.412,0.318,0.094,0.46,0.322,0.138,0.872,0.64,0.232,0.086,0.064,0.022
500,0.05,0.2,0.05,power_law,2.0,20,0.8,0,0,130,0.448,0.352,0.116,0.076,0.072,0.004,0.844,0.608,0.236,0.0,0.0,0.0,0.844,0.608,0.236,0.08,0.068,0.012
500,0.05,0.2,0.05,power_law,2.0,20,0.8,0,1,121,0.432,0.332,0.104,0.05,0.048,0.002,0.856,0.626,0.23,0.0,0.0,0.0,0.856,0.626,0.23,0.094,0.078,0.016
500,0.05,0.2,0.05,power_law,2.0,20,0.8,0,2,169,0.332,0.27,0.084,0.066,0.066,0.0,0.848,0.61,0.238,0.0,0.0,0.0,0.848,0.61,0.238,0.086,0.07,0.016
500,0.05,0.2,0.05,power_law,2.0,20,0.8,1,0,125,0.258,0.182,0.078,0.04,0.036,0.004,0.5,0.338,0.162,0.418,0.342,0.076,0.9179999999999999,0.68,0.238,0.042,0.032,0.01
500,0.05,0.2,0.05,power_law,2.0,20,0.8,1,1,150,0.132,0.104,0.04,0.02,0.02,0.0,0.426,0.296,0.13,0.496,0.386,0.11,0.9219999999999999,0.6819999999999999,0.24,0.058,0.05,0.008
500,0.05,0.2,0.05,power_law,2.0,20,0.8,1,2,169,0.172,0.118,0.06,0.024,0.024,0.0,0.342,0.222,0.12,0.574,0.454,0.12,0.9159999999999999,0.676,0.24,0.06,0.046,0.014
500,0.05,0.2,0.05,power_law,2.0,20,0.8,2,0,141,0.178,0.134,0.052,0.05,0.046,0.004,0.456,0.368,0.088,0.432,0.292,0.14,0.888,0.6599999999999999,0.228,0.062,0.042,0.02
500,0.05,0.2,0.05,power_law,2.0,20,0.8,2,1,121,0.288,0.25,0.04,0.04,0.038,0.002,0.512,0.422,0.09,0.402,0.256,0.146,0.914,0.6779999999999999,0.236,0.046,0.036,0.01
500,0.05,0.2,0.05,power_law,2.0,20,0.8,2,2,201,0.082,0.074,0.014,0.03,0.03,0.0,0.31,0.266,0.044,0.584,0.396,0.188,0.8939999999999999,0.662,0.23199999999999998,0.076,0.054,0.022
500,0.05,0.2,0.05,power_law,2.0,20,0.8,3,0,139,0.14,0.108,0.04,0.026,0.024,0.002,0.43,0.292,0.138,0.49,0.39,0.1,0.9199999999999999,0.6819999999999999,0.23800000000000002,0.054,0.042,0.012
500,0.05,0.2,0.05,power_law,2.0,20,0.8,3,1,150,0.14,0.138,0.026,0.024,0.024,0.0,0.412,0.332,0.08,0.494,0.34,0.154,0.9059999999999999,0.672,0.23399999999999999,0.07,0.056,0.014
500,0.05,0.2,0.05,power_law,2.0,20,0.8,3,2,131,0.17,0.128,0.052,0.042,0.042,0.0,0.446,0.3,0.146,0.458,0.356,0.102,0.904,0.6559999999999999,0.248,0.054,0.048,0.006
500,0.05,0.2,0.05,power_law,2.0,20,0.8,4,0,119,0.258,0.182,0.076,0.04,0.036,0.004,0.554,0.362,0.192,0.352,0.304,0.048,0.906,0.6659999999999999,0.24,0.054,0.046,0.008
500,0.05,0.2,0.05,power_law,2.0,20,0.8,4,1,114,0.306,0.232,0.076,0.036,0.034,0.002,0.596,0.39,0.206,0.326,0.286,0.04,0.9219999999999999,0.6759999999999999,0.246,0.042,0.042,0.0
500,0.05,0.2,0.05,power_law,2.0,20,0.8,4,2,126,0.248,0.188,0.07,0.04,0.04,0.0,0.522,0.334,0.188,0.396,0.334,0.062,0.918,0.668,0.25,0.042,0.038,0.004
500,0.05,0.2,0.05,power_law,2.0,20,0.8,5,0,172,0.06,0.052,0.026,0.016,0.016,0.0,0.276,0.182,0.094,0.59,0.464,0.126,0.866,0.646,0.22,0.118,0.086,0.032
500,0.05,0.2,0.05,power_law,2.0,20,0.8,5,1,157,0.118,0.092,0.03,0.026,0.026,0.0,0.378,0.298,0.08,0.524,0.366,0.158,0.902,0.6639999999999999,0.238,0.072,0.062,0.01
500,0.05,0.2,0.05,power_law,2.0,20,0.8,5,2,186,0.094,0.072,0.03,0.014,0.014,0.0,0.27,0.19,0.08,0.64,0.48,0.16,0.91,0.6699999999999999,0.24,0.076,0.062,0.014
500,0.05,0.2,0.05,power_law,2.0,20,0.8,6,0,151,0.088,0.08,0.022,0.036,0.036,0.0,0.32,0.248,0.072,0.542,0.388,0.154,0.8620000000000001,0.636,0.22599999999999998,0.102,0.076,0.026
500,0.05,0.2,0.05,power_law,2.0,20,0.8,6,1,136,0.13,0.114,0.018,0.03,0.03,0.0,0.396,0.352,0.044,0.488,0.302,0.186,0.884,0.6539999999999999,0.22999999999999998,0.086,0.068,0.018
500,0.05,0.2,0.05,power_law,2.0,20,0.8,6,2,167,0.052,0.048,0.01,0.022,0.022,0.0,0.178,0.144,0.034,0.658,0.476,0.182,0.8360000000000001,0.62,0.216,0.142,0.104,0.038
500,0.05,0.2,0.05,power_law,2.0,40,0.5,0,0,158,0.4,0.328,0.1,0.064,0.06,0.004,0.862,0.632,0.23,0.0,0.0,0.0,0.862,0.632,0.23,0.074,0.056,0.018
500,0.05,0.2,0.05,power_law,2.0,40,0.5,0,1,132,0.436,0.364,0.106,0.052,0.05,0.002,0.834,0.614,0.22,0.0,0.0,0.0,0.834,0.614,0.22,0.114,0.088,0.026
500,0.05,0.2,0.05,power_law,2.0,40,0.5,0,2,150,0.43,0.344,0.106,0.07,0.07,0.0,0.864,0.62,0.244,0.0,0.0,0.0,0.864,0.62,0.244,0.066,0.056,0.01
500,0.05,0.2,0.05,power_law,2.0,40,0.5,1,0,159,0.172,0.118,0.062,0.034,0.034,0.0,0.462,0.3,0.162,0.35,0.288,0.062,0.812,0.588,0.224,0.154,0.126,0.028
500,0.05,0.2,0.05,power_law,2.0,40,0.5,1,1,146,0.188,0.162,0.076,0.018,0.018,0.0,0.52,0.364,0.156,0.354,0.274,0.08,0.874,0.638,0.236,0.108,0.096,0.012
500,0.05,0.2,0.05,power_law,2.0,40,0.5,1,2,223,0.116,0.084,0.056,0.028,0.028,0.0,0.416,0.274,0.142,0.41,0.32,0.09,0.826,0.5940000000000001,0.23199999999999998,0.146,0.124,0.022
500,0.05,0.2,0.05,power_law,2.0,40,0.5,2,0,137,0.178,0.14,0.052,0.048,0.046,0.002,0.536,0.39,0.146,0.32,0.234,0.086,0.8560000000000001,0.624,0.23199999999999998,0.096,0.078,0.018
500,0.05,0.2,0.05,power_law,2.0,40,0.5,2,1,170,0.158,0.132,0.026,0.024,0.024,0.0,0.454,0.344,0.11,0.368,0.252,0.116,0.8220000000000001,0.596,0.226,0.154,0.132,0.022
500,0.05,0.2,0.05,power_law,2.0,40,0.5,2,2,186,0.196,0.164,0.042,0.038,0.038,0.0,0.496,0.37,0.126,0.364,0.252,0.112,0.86,0.622,0.238,0.102,0.086,0.016
500,0.05,0.2,0.05,power_law,2.0,40,0.5,3,0,225,0.114,0.102,0.028,0.024,0.022,0.002,0.404,0.304,0.1,0.362,0.264,0.098,0.766,0.5680000000000001,0.198,0.21,0.158,0.052
500,0.05,0.2,0.05,power_law,2.0,40,0.5,3,1,157,0.132,0.11,0.024,0.022,0.022,0.0,0.426,0.316,0.11,0.39,0.276,0.114,0.8160000000000001,0.5920000000000001,0.224,0.162,0.138,0.024
500,0.05,0.2,0.05,power_law,2.0,40,0.5,3,2,169,0.202,0.158,0.048,0.044,0.044,0.0,0.476,0.346,0.13,0.34,0.238,0.102,0.8160000000000001,0.584,0.23199999999999998,0.14,0.118,0.022
500,0.05,0.2,0.05,power_law,2.0,40,0.5,4,0,171,0.178,0.106,0.096,0.034,0.03,0.004,0.486,0.294,0.192,0.342,0.308,0.034,0.8280000000000001,0.602,0.226,0.138,0.116,0.022
500,0.05,0.2,0.05,power_law,2.0,40,0.5,4,1,124,0.288,0.212,0.094,0.028,0.026,0.002,0.602,0.39,0.212,0.276,0.25,0.026,0.878,0.64,0.238,0.094,0.086,0.008
500,0.05,0.2,0.05,power_law,2.0,40,0.5,4,2,117,0.334,0.236,0.102,0.034,0.034,0.0,0.586,0.382,0.204,0.288,0.252,0.036,0.8739999999999999,0.634,0.24,0.092,0.078,0.014
500,0.05,0.2,0.05,power_law,2.0,40,0.5,5,0,151,0.174,0.136,0.048,0.042,0.04,0.002,0.454,0.318,0.136,0.34,0.25,0.09,0.794,0.5680000000000001,0.226,0.164,0.14,0.024
500,0.05,0.2,0.05,power_law,2.0,40,0.5,5,1,135,0.182,0.166,0.038,0.028,0.028,0.0,0.5,0.38,0.12,0.356,0.25,0.106,0.856,0.63,0.22599999999999998,0.116,0.094,0.022
500,0.05,0.2,0.05,power_law,2.0,40,0.5,5,2,128,0.264,0.212,0.056,0.044,0.044,0.0,0.518,0.382,0.136,0.33,0.228,0.102,0.8480000000000001,0.61,0.238,0.108,0.092,0.016
500,0.05,0.2,0.05,power_law,2.0,40,0.5,6,0,172,0.138,0.098,0.042,0.04,0.036,0.004,0.424,0.31,0.114,0.378,0.282,0.096,0.802,0.592,0.21000000000000002,0.158,0.12,0.038
500,0.05,0.2,0.05,power_law,2.0,40,0.5,6,1,158,0.164,0.144,0.036,0.02,0.02,0.0,0.472,0.35,0.122,0.364,0.256,0.108,0.836,0.606,0.22999999999999998,0.144,0.126,0.018
500,0.05,0.2,0.05,power_law,2.0,40,0.5,6,2,150,0.184,0.146,0.042,0.036,0.036,0.0,0.504,0.362,0.142,0.344,0.244,0.1,0.848,0.606,0.242,0.116,0.104,0.012
500,0.05,0.2,0.05,power_law,2.0,40,0.65,0,0,158,0.4,0.328,0.1,0.064,0.06,0.004,0.862,0.632,0.23,0.0,0.0,0.0,0.862,0.632,0.23,0.074,0.056,0.018
500,0.05,0.2,0.05,power_law,2.0,40,0.65,0,1,132,0.436,0.364,0.106,0.052,0.05,0.002,0.834,0.614,0.22,0.0,0.0,0.0,0.834,0.614,0.22,0.114,0.088,0.026
500,0.05,0.2,0.05,power_law,2.0,40,0.65,0,2,150,0.43,0.344,0.106,0.07,0.07,0.0,0.864,0.62,0.244,0.0,0.0,0.0,0.864,0.62,0.244,0.066,0.056,0.01
500,0.05,0.2,0.05,power_law,2.0,40,0.65,1,0,158,0.136,0.104,0.038,0.018,0.016,0.002,0.376,0.24,0.136,0.47,0.376,0.094,0.846,0.616,0.23,0.136,0.116,0.02
500,0.05,0.2,0.05,power_law,2.0,40,0.65,1,1,126,0.226,0.18,0.052,0.024,0.022,0.002,0.538,0.38,0.158,0.374,0.298,0.076,0.912,0.6779999999999999,0.23399999999999999,0.064,0.052,0.012
500,0.05,0.2,0.05,power_law,2.0,40,0.65,1,2,130,0.154,0.102,0.056,0.036,0.036,0.0,0.478,0.3,0.178,0.394,0.322,0.072,0.872,0.622,0.25,0.092,0.088,0.004
500,0.05,0.2,0.05,power_law,2.0,40,0.65,2,0,152,0.164,0.128,0.036,0.048,0.048,0.0,0.484,0.37,0.114,0.372,0.246,0.126,0.856,0.616,0.24,0.096,0.084,0.012
500,0.05,0.2,0.05,power_law,2.0,40,0.65,2,1,132,0.222,0.172,0.054,0.03,0.03,0.0,0.542,0.416,0.126,0.364,0.248,0.116,0.906,0.6639999999999999,0.242,0.064,0.058,0.006
500,0.05,0.2,0.05,power_law,2.0,40,0.65,2,2,139,0.182,0.166,0.04,0.054,0.054,0.0,0.53,0.406,0.124,0.364,0.244,0.12,0.894,0.65,0.244,0.052,0.042,0.01
500,0.05,0.2,0.05,power_law,2.0,40,0.65,3,0,167,0.112,0.09,0.026,0.032,0.03,0.002,0.33,0.252,0.078,0.472,0.334,0.138,0.802,0.5860000000000001,0.21600000000000003,0.166,0.132,0.034
500,0.05,0.2,0.05,power_law,2.0,40,0.65,3,1,135,0.218,0.2,0.028,0.018,0.018,0.0,0.47,0.386,0.084,0.4,0.264,0.136,0.87,0.65,0.22000000000000003,0.112,0.084,0.028
500,0.05,0.2,0.05,power_law,2.0,40,0.65,3,2,157,0.124,0.11,0.022,0.032,0.032,0.0,0.382,0.278,0.104,0.438,0.308,0.13,0.8200000000000001,0.5860000000000001,0.23399999999999999,0.148,0.128,0.02
500,0.05,0.2,0.05,power_law,2.0,40,0.65,4,0,141,0.178,0.112,0.072,0.032,0.028,0.004,0.468,0.282,0.186,0.392,0.34,0.052,0.8600000000000001,0.622,0.238,0.108,0.098,0.01
500,0.05,0.2,0.05,power_law,2.0,40,0.65,4,1,124,0.33,0.234,0.1,0.03,0.028,0.002,0.616,0.404,0.212,0.296,0.264,0.032,0.9119999999999999,0.668,0.244,0.058,0.056,0.002
500,0.05,0.2,0.05,power_law,2.0,40,0.65,4,2,182,0.218,0.132,0.088,0.018,0.018,0.0,0.4,0.228,0.172,0.486,0.414,0.072,0.886,0.642,0.244,0.096,0.086,0.01
500,0.05,0.2,0.05,power_law,2.0,40,0.65,5,0,152,0.096,0.084,0.03,0.016,0.016,0.0,0.372,0.266,0.106,0.46,0.342,0.118,0.8320000000000001,0.6080000000000001,0.22399999999999998,0.152,0.124,0.028
500,0.05,0.2,0.05,power_law,2.0,40,0.65,5,1,186,0.118,0.098,0.024,0.016,0.016,0.0,0.376,0.296,0.08,0.476,0.33,0.146,0.852,0.626,0.22599999999999998,0.132,0.11,0.022
500,0.05,0.2,0.05,power_law,2.0,40,0.65,5,2,131,0.212,0.172,0.042,0.036,0.036,0.0,0.45,0.34,0.11,0.404,0.274,0.13,0.8540000000000001,0.6140000000000001,0.24,0.11,0.096,0.014
500,0.05,0.2,0.05,power_law,2.0,40,0.65,6,0,195,0.052,0.04,0.016,0.012,0.012,0.0,0.218,0.168,0.05,0.542,0.402,0.14,0.76,0.5700000000000001,0.19,0.228,0.166,0.062
500,0.05,0.2,0.05,power_law,2.0,40,0.65,6,1,158,0.138,0.12,0.02,0.028,0.028,0.0,0.412,0.33,0.082,0.414,0.272,0.142,0.826,0.6020000000000001,0.22399999999999998,0.146,0.122,0.024
500,0.05,0.2,0.05,power_law,2.0,40,0.65,6,2,156,0.136,0.112,0.03,0.032,0.032,0.0,0.432,0.326,0.106,0.418,0.29,0.128,0.85,0.616,0.23399999999999999,0.118,0.098,0.02
500,0.05,0.2,0.05,power_law,2.0,40,0.8,0,0,158,0.4,0.328,0.1,0.064,0.06,0.004,0.862,0.632,0.23,0.0,0.0,0.0,0.862,0.632,0.23,0.074,0.056,0.018
500,0.05,0.2,0.05,power_law,2.0,40,0.8,0,1,132,0.436,0.364,0.106,0.052,0.05,0.002,0.834,0.614,0.22,0.0,0.0,0.0,0.834,0.614,0.22,0.114,0.088,0.026
500,0.05,0.2,0.05,power_law,2.0,40,0.8,0,2,150,0.43,0.344,0.106,0.07,0.07,0.0,0.864,0.62,0.244,0.0,0.0,0.0,0.864,0.62,0.244,0.066,0.056,0.01
500,0.05,0.2,0.05,power_law,2.0,40,0.8,1,0,133,0.152,0.106,0.054,0.028,0.026,0.002,0.438,0.28,0.158,0.478,0.396,0.082,0.9159999999999999,0.676,0.24,0.056,0.046,0.01
500,0.05,0.2,0.05,power_law,2.0,40,0.8,1,1,125,0.298,0.228,0.086,0.028,0.028,0.0,0.56,0.38,0.18,0.362,0.3,0.062,0.922,0.6799999999999999,0.242,0.05,0.044,0.006
500,0.05,0.2,0.05,power_law,2.0,40,0.8,1,2,130,0.162,0.112,0.06,0.024,0.024,0.0,0.4,0.246,0.154,0.516,0.422,0.094,0.916,0.6679999999999999,0.248,0.06,0.054,0.006
500,0.05,0.2,0.05,power_law,2.0,40,0.8,2,0,137,0.23,0.188,0.046,0.05,0.048,0.002,0.548,0.438,0.11,0.364,0.232,0.132,0.912,0.67,0.242,0.038,0.03,0.008
500,0.05,0.2,0.05,power_law,2.0,40,0.8,2,1,129,0.232,0.19,0.052,0.03,0.03,0.0,0.55,0.432,0.118,0.376,0.25,0.126,0.926,0.6819999999999999,0.244,0.044,0.04,0.004
500,0.05,0.2,0.05,power_law,2.0,40,0.8,2,2,169,0.152,0.14,0.018,0.026,0.026,0.0,0.376,0.312,0.064,0.522,0.348,0.174,0.898,0.6599999999999999,0.238,0.076,0.06,0.016
500,0.05,0.2,0.05,power_law,2.0,40,0.8,3,0,172,0.102,0.1,0.012,0.032,0.03,0.002,0.33,0.28,0.05,0.54,0.372,0.168,0.8700000000000001,0.652,0.21800000000000003,0.098,0.066,0.032
500,0.05,0.2,0.05,power_law,2.0,40,0.8,3,1,170,0.122,0.11,0.016,0.028,0.028,0.0,0.39,0.326,0.064,0.498,0.326,0.172,0.888,0.652,0.236,0.084,0.072,0.012
500,0.05,0.2,0.05,power_law,2.0,40,0.8,3,2,158,0.062,0.054,0.012,0.026,0.026,0.0,0.218,0.172,0.046,0.618,0.442,0.176,0.836,0.614,0.22199999999999998,0.138,0.106,0.032
500,0.05,0.2,0.05,power_law,2.0,40,0.8,4,0,151,0.258,0.168,0.098,0.04,0.036,0.004,0.492,0.302,0.19,0.4,0.352,0.048,0.892,0.6539999999999999,0.238,0.068,0.058,0.01
500,0.05,0.2,0.05,power_law,2.0,40,0.8,4,1,113,0.328,0.25,0.098,0.03,0.028,0.002,0.63,0.422,0.208,0.324,0.288,0.036,0.954,0.71,0.244,0.016,0.014,0.002
500,0.05,0.2,0.05,power_law,2.0,40,0.8,4,2,128,0.248,0.172,0.102,0.038,0.038,0.0,0.51,0.3,0.21,0.404,0.368,0.036,0.914,0.6679999999999999,0.246,0.048,0.04,0.008
500,0.05,0.2,0.05,power_law,2.0,40,0.8,5,0,133,0.17,0.122,0.048,0.034,0.03,0.004,0.406,0.304,0.102,0.49,0.366,0.124,0.896,0.6699999999999999,0.22599999999999998,0.07,0.048,0.022
500,0.05,0.2,0.05,power_law,2.0,40,0.8,5,1,150,0.136,0.132,0.012,0.026,0.026,0.0,0.394,0.342,0.052,0.516,0.34,0.176,0.91,0.682,0.22799999999999998,0.064,0.044,0.02
500,0.05,0.2,0.05,power_law,2.0,40,0.8,5,2,139,0.144,0.136,0.024,0.048,0.048,0.0,0.412,0.33,0.082,0.472,0.316,0.156,0.8839999999999999,0.646,0.238,0.068,0.052,0.016
500,0.05,0.2,0.05,power_law,2.0,40,0.8,6,0,192,0.058,0.052,0.012,0.024,0.022,0.002,0.24,0.186,0.054,0.622,0.456,0.166,0.862,0.642,0.22,0.114,0.084,0.03
